N-gramm,Count
good brother,4
fault :,4
bianca threeone,4
"debt ,",4
reproof .,4
the image,4
lest my,4
courtier antipholus,4
leonato threefive,4
"forehead ,",4
he sings,4
perceive you,4
lorenzo sixeight,4
habit of,4
arviragus sixone,4
"pronounce ,",4
have paid,4
", fine",4
provost sixty-seven,4
no !,4
and thereof,4
malvolio 's,4
a sigh,4
his argument,4
which when,4
water ;,4
been at,4
speak !,4
it over,4
thou coward,4
this being,4
force of,4
us twain,4
? nathaniel,4
ship ;,4
leonato threesix,4
and bran,4
; 'twill,4
a foot,4
stephano eighty-one,4
's cause,4
'd before,4
would call,4
claudio threesix,4
death or,4
may :,4
: either,4
being too,4
"cupid ,",4
mirth .,4
a bank,4
fight for,4
to dust,4
man for,4
be woo,4
; hic,4
as men,4
coming from,4
do see,4
books ;,4
never can,4
hortensio ninesix,4
leonato twenty-eight,4
a ducat,4
hide me,4
any case,4
in thunder,4
the long,4
short and,4
the short,4
"negligence ,",4
berowne fifty-six,4
virtue is,4
not made,4
pardon ;,4
that these,4
and brings,4
much on,4
prospero ninety,4
my long,4
"shine ,",4
guiderius sixty-six,4
ever yet,4
the hands,4
to trust,4
's chamber-window,4
virginity .,4
petruchio nineseven,4
know to,4
to light,4
instant of,4
arviragus sixty-six,4
"pleasant ,",4
is light,4
them say,4
there an,4
the mercy,4
without more,4
pedro and,4
three ?,4
book .,4
leontes ten,4
"griefs ,",4
the tiger,4
holofernes fourzero,4
hortensio ninefive,4
lucentio ninefive,4
yet but,4
are he,4
a pricket,4
me awhile,4
"blind ,",4
a gracious,4
not given,4
of both,4
haud credo,4
sixpence a,4
season ;,4
been made,4
mischief .,4
with better,4
things of,4
out your,4
king fifty-six,4
married :,4
praise him,4
baptista threesix,4
% after,4
. run,4
"sola ,",4
portia arragon,4
shall 's,4
what ;,4
though now,4
things :,4
", sola",4
"flies ,",4
our husbands,4
face is,4
hour !,4
eye to,4
bianca hortensio,4
"scholar ,",4
", jupiter",4
blows .,4
fair hero,4
know ?,4
leave this,4
harmony .,4
"speaks ,",4
joy ;,4
"gracious ,",4
"lucetta ,",4
i spy,4
't so,4
no music,4
as old,4
: ere,4
how easy,4
put us,4
mantua .,4
flute seventy-nine,4
profit .,4
what say'st,4
. hence,4
and follow,4
stay till,4
this tune,4
that men,4
myself a,4
of things,4
savage bull,4
time may,4
my powers,4
re-enter puck,4
can take,4
seek thy,4
our oaths,4
julia ten,4
", howsoever",4
word that,4
? lucetta,4
find thee,4
women to,4
leontes onethree,4
lucetta ten,4
shall seek,4
swear that,4
one i,4
comes before,4
"talk ,",4
errand .,4
's pen,4
boyet thirty-nine,4
comes so,4
dir solemn,4
", unworthy",4
refus 'd,4
four of,4
a catch,4
and bad,4
neither :,4
"stream ,",4
the poet,4
her chamber-window,4
beats him,4
", honour",4
solemn music,4
salanio forty-six,4
walk 'd,4
good now,4
pedro twenty-eight,4
he at,4
best i,4
and drinking,4
the oak,4
arviragus sixeight,4
costard boyet,4
goes not,4
to discharge,4
! benedick,4
or how,4
baptista lucentio,4
not possible,4
petruchio is,4
horn-mad .,4
belarius sixty-five,4
the sweetest,4
"draw ,",4
brow of,4
and reason,4
camillo nine,4
pompey lucio,4
is about,4
vow to,4
camillo onetwo,4
thou come,4
"weary ,",4
you beat,4
the proof,4
viola thirty-eight,4
seen them,4
bring my,4
some care,4
hero fourthree,4
often have,4
duke adriana,4
a learned,4
their lords,4
ursula fourthree,4
thou like,4
can lay,4
can she,4
is become,4
the cell,4
your tears,4
"anger ,",4
topas .,4
his state,4
far that,4
between her,4
her flight,4
"assurance ,",4
war :,4
tranio eightzero,4
night is,4
fear my,4
adriana stage,4
. yonder,4
look after,4
the nine,4
will fall,4
. iris,4
surpris 'd,4
spirit to,4
pedro twenty-five,4
save my,4
a dead,4
that neither,4
crown .,4
: please,4
conduct of,4
come under,4
month old,4
it thus,4
prospero and,4
"dion ,",4
", cleomenes",4
garments he,4
lead them,4
dir thisbe,4
"jewel ,",4
belch sixty-four,4
and moreover,4
open 'd,4
the mistress,4
fabian sixty-four,4
glove .,4
duke antonio,4
an argosy,4
member of,4
her come,4
your faith,4
; bear,4
in more,4
dir going,4
those which,4
. write,4
and worse,4
leonato onetwo,4
julia onethree,4
fiend !,4
", other",4
cloten fifty-four,4
estate .,4
olivia oneeight,4
were .,4
wouldst not,4
% only,4
have cause,4
ships are,4
pass the,4
my means,4
might never,4
o night,4
captain lucius,4
her like,4
fortune of,4
"rose ,",4
word is,4
! grumio,4
's garments,4
tush !,4
pisanio fifty-four,4
he wore,4
him we,4
be afeard,4
knew his,4
the letters,4
but something,4
am right,4
disturb 'd,4
"subjects ,",4
'll know,4
", fairies",4
'twixt his,4
malvolio eightzero,4
suck 'd,4
still be,4
due of,4
cymbeline eightnine,4
clown onesix,4
a puppet,4
to name,4
in england,4
for itself,4
bitter to,4
", falling",4
happiness !,4
a prisoner,4
lucius fivezero,4
and fit,4
benedick ?,4
and thereupon,4
forester threefour,4
benedick four,4
a fray,4
? katharine,4
you part,4
: still,4
. forester,4
benedick :,4
forester princess,4
to furnish,4
hero forty-five,4
isabella fourfour,4
him know,4
rich ;,4
", speaking",4
gods will,4
"orsino ,",4
soldier to,4
as who,4
pass for,4
mine art,4
seek a,4
afeard of,4
he being,4
", 'an",4
beatrice five,4
"feat ,",4
isabel .,4
the fates,4
bite the,4
hold a,4
all shall,4
"eagle ,",4
fast and,4
live as,4
constrain 'd,4
me her,4
took me,4
"infirmity ,",4
should that,4
"thinks ,",4
goaler twofour,4
baptista minola,4
"minola ,",4
throw it,4
been ;,4
woe !,4
be drawn,4
the powers,4
and art,4
olivia onesix,4
apparel .,4
olivia belch,4
being done,4
belch onesix,4
belch olivia,4
", forgive",4
brow .,4
she looks,4
julia sevensix,4
my sins,4
: —stage,4
virtue that,4
save him,4
helena and,4
merchant 's,4
clapp 'd,4
", —god",4
to vex,4
my picture,4
benedick eight,4
and nestor,4
that best,4
theseus ',4
"heavy ,",4
picture of,4
letter is,4
arviragus stage,4
crave your,4
senator one,4
"disguise ,",4
and biondello,4
happiness .,4
", salanio",4
at such,4
: is't,4
and jessica,4
gonzalo stage,4
", wear",4
sort .,4
love have,4
mamillius hermione,4
worthies .,4
"table ,",4
launce eighty-one,4
this gallant,4
is bound,4
benedick seven,4
her sake,4
can see,4
malvolio aguecheek,4
you depart,4
. boys,4
them have,4
chain ;,4
government .,4
olivia twenty-one,4
trial of,4
my prize,4
petruchio widow,4
viola twenty-one,4
"liver ,",4
. gods,4
great men,4
for man,4
pisanio cymbeline,4
's tent,4
hermione mamillius,4
a kinsman,4
"conclusion ,",4
after dinner,4
to confer,4
's most,4
a welcome,4
"stage ,",4
"fortunes ,",4
", beyond",4
gaoler .,4
there she,4
in general,4
the modesty,4
armado sixthree,4
belch twenty-nine,4
practis 'd,4
mamillius seventeen,4
julia ninety,4
", notwithstanding",4
have reason,4
% knock,4
rest to,4
deliver his,4
by oath,4
give ear,4
spirit .,4
katharina eightfour,4
to leonato,4
trumpets .,4
him approach,4
stand fast,4
truer than,4
anything that,4
", him",4
view of,4
"seat ,",4
good words,4
please his,4
with twenty,4
man would,4
thurio ninety,4
fit his,4
her train,4
escalus fifty-eight,4
pedro threeseven,4
you hence,4
dumb show,4
", hercules",4
hath drawn,4
katharine sixty-six,4
of belarius,4
died :,4
child of,4
"waist ,",4
proceed in,4
person .,4
bassanio and,4
reliev 'd,4
sweet youth,4
olivia sebastian,4
thee speak,4
enter beatrice,4
five thousand,4
"need ,",4
to seal,4
brother one,4
abhorr 'd,4
be rid,4
"sands ,",4
duke forty-seven,4
cave of,4
set your,4
ye .,4
not found,4
"increase ,",4
the clothes,4
off by,4
the cur,4
o god,4
shylock forty-seven,4
made an,4
no wonder,4
lucetta onethree,4
"integrity ,",4
find not,4
design .,4
. proceed,4
adriana sixone,4
died .,4
her ear,4
. whiles,4
wings to,4
follow it,4
this friar,4
of paper,4
"cowards ,",4
"fidele ,",4
", rich",4
. sixtwo,4
to whisper,4
with haste,4
of ours,4
petruchio eightfour,4
's follow,4
have took,4
son should,4
a physician,4
pedro twosix,4
done with,4
", certain",4
"morocco ,",4
bassanio fifty-eight,4
you kill,4
— viola,4
duke forty-eight,4
imogen fifty-seven,4
armado sixty-five,4
"gentles ,",4
have kill,4
will rather,4
sheet of,4
hand that,4
yea ;,4
judgment .,4
"civil ,",4
confess 'd,4
gremio twenty-seven,4
cymbeline eighty-seven,4
may chance,4
have from,4
beard ;,4
were she,4
guiderius fifty-six,4
dull fourone,4
"following ,",4
of fools,4
"dying ,",4
it ever,4
cornelius eighty-seven,4
can bear,4
dromio :,4
will know,4
swallow 'd,4
capable of,4
", fabian",4
most precious,4
silvia threefour,4
child by,4
as fairly,4
gentleman to,4
sight :,4
his offence,4
"beheld ,",4
this she,4
; having,4
mark his,4
and fight,4
pompey twenty-one,4
us but,4
duke eightsix,4
my trust,4
depart from,4
go learn,4
archidamus one,4
escalus twenty-one,4
"carriage ,",4
escalus twozero,4
discourse of,4
me two,4
marry him,4
say as,4
antonio threeseven,4
praise of,4
i deny,4
our country,4
have stood,4
what hast,4
isabella mariana,4
sinn 'd,4
night in,4
overdone seven,4
: keep,4
with none,4
pompey seven,4
dir be,4
gate ?,4
love shall,4
"arts ,",4
"goods ,",4
right of,4
mistress is,4
or she,4
enter provost,4
a vow,4
silvia threethree,4
my brain,4
would die,4
good i,4
"if ,",4
respected with,4
to venice,4
wrongs i,4
to herself,4
his visage,4
she said,4
no words,4
i forgive,4
demetrius and,4
demand .,4
go back,4
bow .,4
"paid ,",4
let none,4
two five,4
brace of,4
law of,4
oath on,4
with sighs,4
camillo one,4
pompey sixty-five,4
when time,4
thou find,4
lysander theseus,4
making of,4
elbow twenty-one,4
chas 'd,4
viola fifty-two,4
i seen,4
lucio eighty-seven,4
judge of,4
not forget,4
", lying",4
julia ninesix,4
! which,4
overdone .,4
oberon seventwo,4
thy bones,4
thou mean,4
olivia fifty-three,4
can we,4
tell thy,4
frenchman iachimo,4
", sorrow",4
happy is,4
dead or,4
cup of,4
stand .,4
stand ?,4
save the,4
eyes as,4
"peter ,",4
will yield,4
and choice,4
saw a,4
polixenes sixty-seven,4
which else,4
florizel sixty-seven,4
mother :,4
tranio sevenone,4
mother to,4
will remain,4
dogberry eightnine,4
manners .,4
very man,4
of earth,4
your passion,4
a barren,4
till thy,4
highness ',4
lady imogen,4
tender juvenal,4
dispatch 'd,4
witnesses .,4
rome .,4
"groan ,",4
pleasure ;,4
shape .,4
oppress 'd,4
land .,4
dir iachimo,4
was then,4
! launcelot,4
coming hither,4
hither ?,4
pompey provost,4
"elbow ,",4
bound for,4
proteus threefive,4
iachimo ten,4
duke threesix,4
noise of,4
stoop 'd,4
doth to,4
"disposition ,",4
and save,4
noble sir,4
"therein ,",4
an apple,4
olivia ninesix,4
bones :,4
. tenzero,4
florizel sixty-six,4
hang her,4
world ?,4
claudio seven,4
bosom ;,4
her virginity,4
my rest,4
mad or,4
would by,4
kindness .,4
one oneeight,4
lord berowne,4
claudio !,4
his lordship,4
porridge .,4
flowers of,4
was done,4
gratiano salarino,4
our faults,4
you to-day,4
"clerk ,",4
i commend,4
. ninefive,4
our blood,4
to appear,4
she and,4
together in,4
for yet,4
valentine threefive,4
to face,4
and seal,4
spirit ?,4
blood to,4
the welkin,4
die as,4
philario iachimo,4
house in,4
clerk .,4
my coming,4
ever be,4
autolycus mopsa,4
countess onethree,4
vigour of,4
your honours,4
their several,4
shall from,4
ajax ninefive,4
holofernes stage,4
alone ;,4
exeunt sir,4
bottom forty-five,4
mustard-seed bottom,4
be both,4
valentine threeone,4
adriana seventy-five,4
hearts are,4
a flattering,4
big enough,4
as time,4
angelo :,4
thou think'st,4
! dromio,4
duke threeone,4
enter shylock,4
how would,4
", britain",4
pompey ?,4
comes by,4
talk you,4
nor do,4
more acquaintance,4
hanging .,4
margaret balthazar,4
't not,4
to naples,4
and ere,4
one heart,4
next way,4
obey .,4
to obey,4
a prophet,4
jollity .,4
wit 's,4
's on,4
such friends,4
escalus twofour,4
"attend ,",4
portia eightthree,4
no child,4
come buy,4
from athens,4
her house,4
constable .,4
want no,4
only son,4
"aunt ,",4
valu 'd,4
this last,4
that place,4
a knight,4
dir thou,4
in genoa,4
know'st not,4
's worth,4
badge of,4
"big ,",4
shylock forty-nine,4
; upon,4
friend :,4
mopsa sixtwo,4
hour that,4
clown sixtwo,4
in tears,4
us as,4
"'nay ,",4
i vow,4
the valiant,4
hadst a,4
loves my,4
"cuckold ,",4
page ninety-nine,4
lest he,4
says .,4
and tears,4
fair portia,4
until i,4
launcelot threetwo,4
viola sebastian,4
? ho,4
question :,4
cornelius queen,4
he bid,4
", 'twould",4
you fear,4
a custom,4
pale ?,4
! such,4
tongue ;,4
enter sebastian,4
where should,4
antonio thirty-nine,4
's suit,4
a grace,4
sir knave,4
dishonour 'd,4
or at,4
to shame,4
! hero,4
the tempest,4
make men,4
to conclude,4
% every,4
further off,4
sebastian thirty-nine,4
a dram,4
be thanked,4
make of,4
what lady,4
", hit",4
balthazar antipholus,4
gate ;,4
stands so,4
", ursula",4
oracle .,4
where your,4
an oracle,4
yourselves .,4
there may,4
go call,4
good worship,4
tell not,4
hurt ;,4
hero onenine,4
"afraid ,",4
approach ;,4
proteus ninesix,4
! countess,4
the form,4
pompey twotwo,4
it under,4
"stood ,",4
choice of,4
's yet,4
'll wait,4
margaret onenine,4
posthumus and,4
iachimo .,4
claudio eightfive,4
'tis so,4
? dorcas,4
flowers :,4
"history ,",4
who has,4
", done",4
queen cornelius,4
cornelius onefour,4
quoth she,4
face the,4
— my,4
"parson ,",4
love by,4
enter lucio,4
gentleman ?,4
too old,4
fall upon,4
her upon,4
rime .,4
"lastly ,",4
are yours,4
'll die,4
in sad,4
find no,4
pedant vincentio,4
hermia seven,4
that went,4
vincentio pedant,4
world so,4
be looked,4
thinks he,4
two four,4
grace hath,4
balthazar margaret,4
"chastity ,",4
in ten,4
valentine one,4
live a,4
how her,4
one twozero,4
return and,4
dir hippolyta,4
that calls,4
"soldiers ,",4
answer him,4
you show,4
never get,4
look thee,4
. ninesix,4
made good,4
philostrate .,4
turn you,4
if both,4
beatrice seventeen,4
antonio threeone,4
. gentle,4
lords :,4
calls .,4
happy be,4
", parolles",4
grace in,4
he owes,4
to pity,4
. hear,4
you seek,4
", truth",4
"took ,",4
fall of,4
the fall,4
flowers ;,4
"fled ,",4
bianca tranio,4
other half,4
use thee,4
", lost",4
in virtue,4
the ladder,4
now must,4
the pale,4
sons of,4
. adrian,4
or die,4
well with,4
whether you,4
my prisoner,4
shall deliver,4
delivered .,4
by moonlight,4
but nothing,4
dumb .,4
abide the,4
— with,4
see again,4
imogen posthumus,4
sin of,4
the great'st,4
and o'er,4
provost ?,4
the habit,4
the centre,4
o'er and,4
gonzalo threetwo,4
gremio fourfour,4
more like,4
at one,4
know thee,4
", rosaline",4
", maria",4
wit ;,4
"success ,",4
lock up,4
stand forth,4
miranda twenty-seven,4
jessica eightnine,4
egeus theseus,4
do begin,4
justice !,4
theseus egeus,4
have stol'n,4
stay at,4
isabella and,4
mine in,4
me justice,4
lose his,4
"bred ,",4
"attendants ,",4
", heavily",4
the pangs,4
"affections ,",4
king hath,4
my fellow,4
's wrath,4
cut a,4
whereof i,4
light wench,4
launce .,4
to valentine,4
draws on,4
who never,4
parolles twenty-one,4
one twenty-one,4
villain :,4
bassanio fifty-one,4
had an,4
dance with,4
one britain,4
many as,4
in another,4
a suitor,4
tranio bianca,4
this old,4
sebastian twenty-nine,4
bassanio twenty-eight,4
obey the,4
prospero twenty-eight,4
the mother,4
then had,4
—as i,4
they sleep,4
i conjure,4
quiet .,4
but thine,4
page ninety,4
lucio fifteen,4
"moth ,",4
", 'god",4
? alas,4
a case,4
an act,4
you to-morrow,4
"kneel ,",4
ford ninety,4
a feather,4
therefore to,4
become me,4
gonzalo twenty-nine,4
sword and,4
too curst,4
bear to,4
% noble,4
"kingdom ,",4
claudio nineseven,4
raineth every,4
night of,4
autolycus camillo,4
. both,4
there would,4
entertain 'd,4
serve .,4
you serve,4
prince :,4
duke eightthree,4
the root,4
the romans,4
it raineth,4
week .,4
antonio alonso,4
heed of,4
puck demetrius,4
hermia stage,4
% those,4
bianca sixty-nine,4
my maid,4
"bidding ,",4
isabella onefour,4
will stay,4
stay behind,4
married her,4
thoughts to,4
'd herself,4
rain it,4
got a,4
imprison 'd,4
two one,4
to thine,4
her too,4
! jaquenetta,4
will strike,4
themselves in,4
will visit,4
enter gratiano,4
lucio onefour,4
", part",4
report ;,4
in angelo,4
his fault,4
hath her,4
impression of,4
not help,4
or ere,4
to plead,4
hurt him,4
helena seventeen,4
"bold ,",4
number 'd,4
my patience,4
needs not,4
", toward",4
is't so,4
florizel sixty-nine,4
done so,4
a bond,4
"having ,",4
antonio seventeen,4
is bought,4
were never,4
between us,4
die the,4
son that,4
to th,4
? ferdinand,4
"bloody ,",4
silvia 's,4
you always,4
not offended,4
's voice,4
bounds of,4
how that,4
jessica launcelot,4
beatrice ninety-two,4
held the,4
"behind ,",4
this hath,4
and katharina,4
to pisanio,4
danger of,4
must with,4
doth amount,4
cloten and,4
to shift,4
of action,4
tarry :,4
right vincentio,4
do entreat,4
tapster .,4
long that,4
your desires,4
colours .,4
ruled by,4
much ?,4
did it,4
ship .,4
imogen eight,4
endure the,4
of mantua,4
will his,4
livery of,4
", tender",4
no note,4
be ruled,4
high a,4
he from,4
margaret ninety,4
tough senior,4
two in,4
"mantua ,",4
sweet mistress,4
the working,4
benedick ninety,4
mother !,4
both our,4
pompey elbow,4
my fear,4
by whose,4
camillo sixty-nine,4
cam'st here,4
keep me,4
pedant sevenzero,4
sebastian threefive,4
go together,4
abbey .,4
quick .,4
shores of,4
the deck,4
a worm,4
", prove",4
", whe'r",4
portia eightsix,4
he spake,4
mean it,4
the god,4
was all,4
did him,4
else would,4
sebastian threefour,4
"fought ,",4
fourteen years,4
the rod,4
is chang,4
troilus nineone,4
or one,4
: consider,4
by dromio,4
posthumus cymbeline,4
elbow seventeen,4
'd youth,4
what complexion,4
colour of,4
so forth,4
diest .,4
is due,4
angelo seventeen,4
% justice,4
his rest,4
benedick ninethree,4
: after,4
that think,4
demetrius forty-nine,4
", fairest",4
hermia theseus,4
"rings ,",4
saying is,4
"aid ,",4
's ring,4
claudio ninety-four,4
be executed,4
'twould be,4
lorenzo and,4
were too,4
business for,4
", heart",4
other attendants,4
but keep,4
render 'd,4
heaven forgive,4
forgive him,4
putting on,4
for yourself,4
a murderer,4
amongst the,4
enter jessica,4
beatrice ninethree,4
in death,4
countess oneeight,4
duke ten,4
"almost ,",4
thing !,4
question of,4
aguecheek fifty-four,4
queen five,4
"aquitaine ,",4
my hounds,4
. still,4
be now,4
do call,4
me why,4
queen cymbeline,4
"error ,",4
theseus hermia,4
the bounds,4
"plainly ,",4
folly !,4
camillo sevenzero,4
pour in,4
pisanio queen,4
was given,4
% almost,4
thou mad,4
fabian fifty-four,4
this sweet,4
marry with,4
wedding-day .,4
"vienna ,",4
a touch,4
privilege of,4
sure to,4
"murderer ,",4
the sole,4
state is,4
this comes,4
petruchio vincentio,4
theseus three,4
be advis,4
fair maid,4
your fault,4
wonder ;,4
and shame,4
you bred,4
spake with,4
on then,4
a wicked,4
clock strikes,4
and dumaine,4
to fashion,4
eye !,4
sport in,4
be still,4
a daniel,4
curtis sixzero,4
by adding,4
under mars,4
strikes .,4
! autolycus,4
go tell,4
born under,4
are bred,4
: time,4
time !,4
calls for,4
. morocco,4
seal it,4
to polixenes,4
dumaine .,4
under that,4
% monsieur,4
trinculo fifty-one,4
laughed at,4
sheep .,4
cry .,4
go hard,4
you for't,4
bear thee,4
! nathaniel,4
no use,4
end ?,4
gentlemen and,4
be born,4
tale of,4
valentine fifty-six,4
hermione .,4
boyet twosix,4
most reverend,4
proteus fifty-six,4
shut the,4
spring of,4
hath yet,4
petruchio fourone,4
remembrance .,4
return :,4
cloten cymbeline,4
reason i,4
sure my,4
enter quince,4
service i,4
both their,4
", bottom",4
it all,4
instant that,4
singing .,4
duke sixone,4
as now,4
", fond",4
him about,4
world of,4
our company,4
years ;,4
burial .,4
to nothing,4
tender to,4
made known,4
up so,4
fright me,4
quench the,4
merry :,4
subjects .,4
armado ninety-two,4
katharina fourone,4
next turning,4
this intelligence,4
the sleeve,4
effects of,4
change this,4
blood in,4
so black,4
will walk,4
if none,4
gentle my,4
turn back,4
beatrice stage,4
longaville forty-eight,4
the hours,4
a body,4
his sight,4
berowne ninety-two,4
angels .,4
officer adriana,4
and stay,4
prospero ninety-eight,4
? sexton,4
show her,4
only .,4
to court,4
can he,4
", holding",4
foul play,4
to touch,4
to-day at,4
understand you,4
note ;,4
shall love,4
peril :,4
well is,4
lucio ninety-two,4
and beat,4
as valiant,4
to dine,4
therefore is,4
forbid the,4
shylock eightzero,4
isabella thirty,4
dir launce,4
conrade dogberry,4
proteus ninefive,4
doth thy,4
one king,4
captain one,4
is reported,4
one eight,4
news from,4
justice ;,4
; have,4
move me,4
how cam'st,4
dogberry conrade,4
. seventy-four,4
be satisfied,4
that gives,4
viola sixty-seven,4
kiss her,4
a giant,4
invisible .,4
mark .,4
and study,4
of breath,4
a footman,4
man do,4
and thine,4
duke ninethree,4
hear such,4
else thou,4
man doth,4
"design ,",4
chamber :,4
jest with,4
petruchio seventy-five,4
your knave,4
the tide,4
fly away,4
where ;,4
seen thee,4
princess ninethree,4
but some,4
my griefs,4
dir taking,4
valentine fifty-five,4
a mole,4
stephano fivezero,4
that means,4
clown forty-nine,4
pine and,4
blind .,4
. nor,4
my woman,4
antonio is,4
have read,4
princes and,4
the leaf,4
short of,4
% princes,4
hermione three,4
a happy,4
good grumio,4
thus did,4
and silvia,4
haste :,4
make their,4
thy bed,4
"feel ,",4
would set,4
is love,4
the rein,4
"curio ,",4
meanest thou,4
will yet,4
"thence ,",4
"sinews ,",4
to tear,4
knew you,4
fresh in,4
by heart,4
strain 'd,4
to preserve,4
deny the,4
how .,4
command ;,4
the breach,4
look up,4
the quality,4
prove .,4
enter viola,4
"without ,",4
my country,4
"viola ,",4
gratiano .,4
was first,4
your debtor,4
men ?,4
honour will,4
the warrant,4
aught but,4
like not,4
is against,4
exit boy,4
clown threeone,4
with't !,4
therefore no,4
mad and,4
too cold,4
sometime a,4
philario threeone,4
tailor petruchio,4
a prodigal,4
most dangerous,4
rest :,4
bottom sixty-nine,4
and him,4
and trust,4
sly nine,4
prison :,4
and soon,4
to quit,4
and praise,4
"gown ,",4
brought the,4
shepherd forty-six,4
silvia ninety-four,4
quince .,4
do feel,4
feel the,4
past ;,4
find them,4
me play,4
chide you,4
play it,4
the forfeiture,4
be rich,4
", —it",4
and silver,4
speak as,4
juliet threefour,4
costard dumaine,4
"roman ,",4
make not,4
enter lorenzo,4
because your,4
o monstrous,4
that got,4
season .,4
masters !,4
"policy ,",4
mariana ninesix,4
three times,4
nothing at,4
monstrous !,4
shall it,4
your poor,4
alexander .,4
carry me,4
these ?,4
"mistake ,",4
our sex,4
"sex ,",4
as swift,4
a journey,4
thy thoughts,4
i liv,4
could wish,4
sea hath,4
holofernes berowne,4
too big,4
even from,4
your old,4
lady cloten,4
quince onethree,4
cloten lady,4
"despair ,",4
olivia sixty-seven,4
person :,4
far more,4
"divine ,",4
enter autolycus,4
francis benedick,4
"make ,",4
of fashion,4
free thee,4
duke ninefive,4
duke curio,4
still that,4
no answer,4
bottom onethree,4
"actors ,",4
jealousy .,4
and salt,4
now your,4
displeas 'd,4
a goddess,4
our dear,4
morning to,4
and us,4
but none,4
my deeds,4
dir knocks,4
knocks .,4
their hands,4
heigh !,4
a jot,4
at what,4
the proudest,4
grumio sixzero,4
any time,4
dumaine nineone,4
queen ;,4
both one,4
eyes !,4
of work,4
"learn ,",4
forth your,4
were they,4
for pyramus,4
and borachio,4
lead .,4
was before,4
soothsayer ninety-nine,4
"cheese ,",4
of kings,4
put out,4
my ships,4
such men,4
scroll .,4
garment !,4
madman .,4
sense in,4
with other,4
'd are,4
dream on,4
one sly,4
jewel that,4
in name,4
of envy,4
down for,4
exeunt don,4
valentine !,4
curio duke,4
me fool,4
a commodity,4
that ne'er,4
dir look,4
polixenes four,4
valentine twothree,4
make 't,4
"wenches ,",4
"hairs ,",4
my book,4
boyet ninety,4
"wretch ,",4
an thou,4
"contract ,",4
allow 'd,4
from that,4
dir peace,4
part i,4
berowne two,4
them come,4
counsel :,4
the blow,4
", cries",4
trinculo .,4
thy lips,4
you true,4
have for,4
ægeon dromio,4
stand here,4
to both,4
? ægeon,4
in show,4
torment me,4
not plead,4
must ;,4
sun and,4
'd give,4
? panthino,4
gods to,4
six the,4
"lungs ,",4
", yours",4
to-morrow you,4
sly stage,4
hope he,4
worth is,4
the sister,4
forc 'd,4
helena threethree,4
poor fellow,4
innocent child,4
"green ,",4
quickly ;,4
belch threethree,4
them forth,4
"tush ,",4
leonato eightzero,4
' this,4
call .,4
and servants,4
thee here,4
before their,4
mine to,4
there and,4
portia eighty-one,4
hear no,4
a rose,4
is able,4
skill .,4
? at,4
smile .,4
% run,4
"gobbo ,",4
my knees,4
'd well,4
let go,4
", mean",4
angelo seventy-eight,4
gown ;,4
portia and,4
fault of,4
", green",4
teeth .,4
—to be,4
beggar ?,4
you married,4
house to,4
damned .,4
heaven give,4
? florizel,4
word !,4
i this,4
maria twenty-five,4
him now,4
"snow ,",4
frown upon,4
me still,4
. mine,4
never in,4
were with,4
's soul,4
: think,4
soul to,4
boyet king,4
my staff,4
huntsman two,4
. dorcas,4
give some,4
your worth,4
sebastian ninethree,4
so rare,4
"bird ,",4
alonso fourthree,4
from head,4
to foot,4
' say,4
for whose,4
your content,4
even your,4
imogen seventeen,4
am most,4
the clerk,4
care i,4
padua ;,4
have what,4
hear :,4
will now,4
"scruple ,",4
of door,4
polixenes two,4
sweet air,4
ourselves we,4
how mean,4
portia .,4
to others,4
his lord,4
may this,4
i trow,4
burn 'd,4
— he,4
of rome,4
vengeance on,4
and discourse,4
", happy",4
silvia thirty,4
am forsworn,4
the comfort,4
iachimo seventeen,4
iachimo stage,4
"mamillius ,",4
panthino twenty-nine,4
"hall ,",4
", sick",4
divine !,4
two such,4
of favour,4
me fair,4
holofernes fourthree,4
curtis sixthree,4
penalty .,4
make such,4
the appetite,4
"cuckoo ,",4
leisure .,4
shepherd polixenes,4
trow ?,4
fair !,4
antonio onenine,4
night that,4
desire my,4
benedick eighty-two,4
dir signior,4
you prove,4
? all,4
crown of,4
antonio fifty-eight,4
do protest,4
in hate,4
"vice ,",4
which can,4
! provost,4
hermia nine,4
daughter with,4
well you,4
when to,4
antonio eighty-one,4
make with,4
steal from,4
clown sixzero,4
fair helena,4
helena !,4
whither away,4
of grief,4
his place,4
% berowne,4
that fault,4
may serve,4
are sick,4
poor maid,4
fair queen,4
imogen twotwo,4
", lads",4
vain ;,4
minister to,4
sexton sevensix,4
company and,4
sick for,4
great pains,4
of noble,4
so hot,4
biondello vincentio,4
"trunk ,",4
thou for,4
", freely",4
thee thy,4
duke himself,4
rate ;,4
same ?,4
thine ;,4
: light,4
are ?,4
were mine,4
you content,4
thy reason,4
fetch thee,4
meet thee,4
"estimation ,",4
four legs,4
not care,4
dir sirrah,4
buy a,4
women ;,4
enter in,4
done in,4
thou bear'st,4
viola sixty-nine,4
"lads ,",4
"top ,",4
boyet longaville,4
! perdita,4
find this,4
like thee,4
there ever,4
had such,4
you we,4
knaves .,4
shall serve,4
i yield,4
wit enough,4
giving it,4
"aught ,",4
wise as,4
hundred pound,4
draw thy,4
lov'st me,4
as wise,4
yea and,4
little better,4
he lives,4
shylock threetwo,4
six act,4
us make,4
may the,4
to-morrow !,4
desire her,4
